id_achat,id_client,date_achat,montant,produit
67,14,2025-01-25,1849.38,Keyboard
68,14,2025-12-10,540.77,Phone
69,14,2024-01-31,1456.89,Phone
70,14,2024-10-23,866.91,Tablet
71,14,2024-11-22,1095.49,Camera
72,14,2025-12-22,214.17,Camera
73,15,2024-04-02,619.93,Mouse
74,15,2024-10-09,1438.15,Tablet
75,15,2024-09-02,1382.63,Camera
76,15,2024-03-07,899.79,Camera
77,15,2025-12-11,1233.55,Printer
78,16,2025-05-10,1282.54,Laptop
79,16,2024-07-05,159.33,Printer
80,16,2025-06-15,732.99,Tablet
81,16,2025-05-09,1906.05,Tablet
82,16,2025-09-03,1698.85,Monitor
83,17,2025-10-21,261.2,Headphones
84,18,2024-01-31,730.68,Mouse
85,18,2025-12-24,74.45,Tablet
86,18,2025-07-06,1361.33,Camera
87,18,2025-11-05,750.31,Phone
88,18,2024-02-22,1152.1,Keyboard
89,18,2025-09-30,740.23,Camera
90,19,2024-05-28,506.73,Phone
91,19,2024-01-26,61.57,Tablet
92,19,2025-02-02,1003.1,Printer
93,19,2024-05-01,1827.95,Phone
94,19,2024-12-28,530.94,Smartwatch
95,20,2024-02-17,437.0,Mouse
96,20,2025-03-30,578.3,Monitor
97,20,2024-06-21,408.35,Tablet
98,20,2025-07-13,1707.12,Monitor
99,20,2024-08-21,353.59,Monitor
100,20,2025-04-15,1994.55,Camera
101,20,2025-09-12,1339.0,Phone
102,20,2024-11-21,1104.49,Smartwatch
103,21,2024-05-26,1704.21,Tablet
104,21,2025-02-02,1589.46,Keyboard
105,21,2024-05-09,456.24,Headphones
106,21,2025-09-02,1586.21,Headphones
107,21,2025-05-22,1582.84,Laptop
108,22,2024-10-12,1112.5,Camera
109,22,2025-11-26,940.14,Keyboard
110,22,2025-08-16,268.24,Phone
111,22,2024-02-10,140.84,Printer
112,22,2024-06-17,1999.19,Monitor
113,22,2024-11-10,1056.13,Printer
114,23,2024-10-18,156.76,Camera
115,23,2025-09-26,1288.25,Monitor
116,23,2025-04-18,937.01,Keyboard
117,23,2024-02-09,695.58,Keyboard
118,23,2024-02-07,1283.19,Tablet
119,23,2024-02-09,1537.89,Tablet
120,23,2024-12-28,870.91,Laptop
121,23,2025-07-10,1664.47,Keyboard
122,23,2024-05-04,314.5,Tablet
123,23,2024-11-12,332.31,Headphones
124,24,2025-02-17,1895.49,Keyboard
125,24,2025-07-30,1790.9,Phone
126,24,2025-07-01,508.7,Keyboard
127,24,2024-05-23,556.16,Smartwatch
128,24,2024-04-02,1232.71,Phone
129,24,2024-09-30,1010.12,Tablet
130,25,2024-06-30,1883.8,Tablet
131,25,2024-11-21,350.69,Mouse
132,25,2024-03-08,1444.06,Mouse
133,25,2025-12-28,681.86,Mouse
134,25,2024-12-24,91.98,Laptop
135,25,2024-11-18,171.63,Mouse
136,25,2025-11-06,536.67,Headphones
137,25,2024-12-06,1536.25,Printer
138,25,2025-10-07,1240.04,Laptop
139,25,2025-09-02,1001.1,Keyboard
140,26,2024-01-20,1287.4,Smartwatch
141,26,2025-01-02,971.06,Printer
142,26,2025-11-07,601.89,Phone
143,26,2024-07-25,1380.34,Tablet
144,26,2024-09-12,884.81,Monitor
145,27,2025-02-17,416.01,Mouse
146,27,2025-12-19,295.9,Camera
147,27,2025-05-22,1471.06,Camera
148,27,2024-03-30,1950.99,Tablet
149,27,2025-01-14,1523.72,Keyboard
150,27,2025-09-18,1127.69,Camera
151,27,2025-03-12,491.06,Phone
152,27,2024-04-20,542.27,Headphones
153,28,2025-01-30,202.66,Smartwatch
154,28,2025-08-30,1891.32,Mouse
155,28,2024-05-03,842.09,Tablet
156,29,2025-05-15,1868.17,Camera
157,29,2025-07-16,387.77,Tablet
158,29,2025-06-27,1001.55,Keyboard
159,29,2024-08-13,938.96,Smartwatch
160,29,2025-04-13,999.77,Phone
161,29,2024-07-20,1891.01,Keyboard
162,30,2024-07-21,1933.71,Headphones
163,30,2025-07-06,1170.85,Laptop
164,30,2024-08-27,110.58,Monitor
165,30,2025-06-22,1199.06,Monitor
166,30,2024-12-22,578.64,Laptop
167,30,2025-03-26,1695.87,Printer
168,30,2025-01-31,276.53,Smartwatch
169,30,2026-01-10,1457.74,Printer
170,31,2024-08-01,100.03,Laptop
171,31,2025-11-07,1144.86,Headphones
172,31,2024-09-15,731.42,Smartwatch
173,31,2024-10-19,156.33,Keyboard
174,31,2024-05-05,906.21,Keyboard
175,31,2025-07-11,566.64,Mouse
176,32,2025-10-02,246.43,Phone
177,32,2025-07-19,793.87,Camera
178,32,2025-08-26,1120.09,Camera
179,32,2025-04-25,1512.38,Headphones
180,32,2025-08-22,1208.9,Printer
181,32,2026-01-05,1005.16,Laptop
182,32,2024-01-30,87.44,Camera
183,32,2025-04-27,1609.89,Keyboard
184,32,2025-09-21,919.41,Mouse
185,32,2024-07-11,1787.33,Tablet
186,33,2024-11-05,1863.42,Camera
187,33,2024-01-28,333.38,Mouse
188,33,2025-01-05,1481.25,Smartwatch
189,33,2025-10-07,1191.51,Keyboard
190,33,2024-06-05,1658.3,Keyboard
191,33,2025-10-16,984.79,Mouse
192,34,2025-12-29,955.04,Laptop
193,34,2024-11-11,743.03,Phone
194,34,2026-01-14,1960.0,Mouse
195,34,2024-12-16,622.28,Laptop
196,34,2024-07-30,1197.85,Smartwatch
197,35,2024-12-06,1159.49,Laptop
198,35,2025-07-17,1171.21,Tablet
199,35,2025-05-13,1053.22,Mouse
200,35,2025-01-30,1551.47,Printer
201,35,2024-09-22,304.07,Headphones
202,35,2026-01-17,72.83,Phone
203,35,2024-06-04,389.66,Monitor
204,35,2024-09-25,634.25,Tablet
205,35,2025-10-18,831.79,Headphones
206,35,2025-08-06,826.65,Mouse
207,36,2024-12-18,1746.91,Laptop
208,36,2024-03-30,1414.49,Keyboard
209,36,2025-10-06,422.61,Camera
210,36,2025-07-30,1996.26,Monitor
211,36,2024-07-30,1055.7,Camera
212,36,2025-08-13,1913.8,Monitor
213,36,2024-11-26,1825.13,Camera
214,36,2024-02-07,1097.08,Smartwatch
215,37,2025-02-20,973.52,Headphones
216,37,2024-03-29,565.22,Smartwatch
217,37,2026-01-01,457.49,Smartwatch
218,37,2025-09-17,1544.64,Headphones
219,37,2024-04-16,1383.58,Monitor
220,37,2025-06-23,640.91,Camera
221,37,2024-04-21,1125.37,Smartwatch
222,37,2024-09-30,582.7,Mouse
223,37,2024-12-15,1356.48,Printer
224,37,2025-02-27,1792.56,Printer
225,38,2025-12-06,1909.67,Tablet
226,38,2025-12-26,588.0,Smartwatch
227,38,2025-12-30,1911.07,Phone
228,38,2024-06-01,699.26,Monitor
229,38,2025-09-10,1315.38,Monitor
230,38,2025-10-28,435.83,Keyboard
231,39,2025-01-27,1866.72,Smartwatch
232,39,2024-05-02,283.17,Mouse
233,39,2025-05-31,1484.37,Headphones
234,39,2025-08-09,492.49,Keyboard
235,39,2024-06-13,459.09,Headphones
236,40,2025-07-17,209.39,Camera
237,41,2025-02-07,210.08,Tablet
238,41,2025-08-12,20.31,Keyboard
239,41,2025-03-06,1956.04,Tablet
240,41,2025-02-10,819.75,Monitor
241,41,2024-02-23,960.12,Headphones
242,41,2025-02-12,1514.26,Smartwatch
243,41,2025-02-17,649.12,Laptop
244,41,2025-06-10,1816.79,Phone
245,42,2026-01-17,472.12,Laptop
246,42,2024-05-20,1827.33,Tablet
247,42,2024-05-15,841.59,Tablet
248,42,2025-05-31,1868.51,Laptop
249,42,2025-04-28,1994.37,Printer
250,42,2025-10-08,1578.04,Tablet
251,42,2024-07-03,1873.85,Smartwatch
252,42,2025-11-30,1754.72,Laptop
253,42,2025-06-26,603.8,Mouse
254,42,2025-02-18,223.53,Camera
255,43,2025-12-18,914.15,Keyboard
256,43,2024-11-24,1053.39,Tablet
257,43,2024-06-15,1703.61,Monitor
258,43,2024-02-24,552.95,Phone
259,43,2025-12-28,668.06,Monitor
260,44,2024-11-08,1440.01,Laptop
261,44,2024-10-30,1475.87,Smartwatch
262,44,2025-02-04,1139.88,Headphones
263,44,2024-11-22,359.23,Printer
264,44,2025-01-02,1655.71,Keyboard
265,45,2024-09-11,182.61,Phone
266,45,2025-06-30,377.71,Tablet
267,45,2024-08-26,960.13,Headphones
268,45,2024-03-14,23.59,Printer
269,45,2025-06-20,478.69,Smartwatch
270,45,2025-05-22,1908.53,Smartwatch
271,46,2024-06-20,1448.54,Laptop
272,46,2025-07-09,530.49,Camera
273,46,2025-03-29,1388.61,Laptop
274,46,2024-03-08,1338.89,Monitor
275,46,2025-07-25,620.54,Printer
276,46,2024-05-01,1375.29,Smartwatch
277,46,2025-01-05,1383.68,Smartwatch
278,46,2024-05-16,741.41,Headphones
279,46,2025-12-30,446.07,Tablet
280,46,2026-01-02,961.58,Monitor
281,47,2026-01-04,753.51,Keyboard
282,47,2024-10-31,1826.47,Keyboard
283,47,2024-05-15,1605.97,Headphones
284,47,2024-11-21,1526.1,Mouse
285,47,2025-03-27,1747.54,Phone
286,47,2024-07-19,1055.76,Keyboard
287,47,2024-10-02,1410.49,Phone
288,47,2024-07-03,1835.32,Phone
289,47,2025-12-13,132.9,Keyboard
290,47,2024-05-01,1806.75,Headphones
291,48,2024-11-08,1077.95,Tablet
292,48,2025-07-03,662.95,Keyboard
293,48,2025-03-23,889.26,Headphones
294,48,2025-05-25,1436.67,Monitor
295,48,2024-06-18,190.97,Keyboard
296,48,2024-05-03,896.51,Laptop
297,48,2024-08-08,912.33,Keyboard
298,48,2024-09-15,836.69,Mouse
299,48,2025-04-29,124.9,Monitor
300,48,2025-02-03,1348.81,Smartwatch
301,49,2025-02-06,797.94,Laptop
302,50,2025-08-06,1160.84,Laptop
303,50,2025-04-01,853.16,Phone
304,50,2024-07-07,1086.92,Laptop
305,50,2024-12-05,1869.82,Phone
306,51,2025-09-12,73.15,Printer
307,51,2025-02-18,368.16,Tablet
308,51,2025-04-09,1534.0,Printer
309,51,2024-05-11,755.18,Printer
310,51,2025-10-24,902.59,Printer
311,51,2025-07-24,757.53,Keyboard
312,51,2025-06-29,274.65,Camera
313,51,2025-10-20,246.08,Keyboard
314,52,2025-12-14,1062.4,Headphones
315,52,2024-02-18,1671.3,Laptop
316,52,2025-09-23,1957.2,Monitor
317,52,2024-07-24,1350.26,Keyboard
318,52,2025-04-22,854.01,Printer
319,52,2024-11-26,1648.49,Headphones
320,52,2024-05-22,926.64,Tablet
321,53,2025-06-21,385.08,Phone
322,53,2025-10-13,74.11,Printer
323,53,2025-01-10,1233.7,Laptop
324,53,2024-08-19,488.93,Phone
325,53,2025-02-05,210.78,Laptop
326,54,2024-03-24,1199.59,Laptop
327,54,2025-07-07,497.02,Laptop
328,54,2025-12-21,810.51,Headphones
329,54,2025-10-13,1084.12,Laptop
330,54,2024-07-14,288.87,Smartwatch
331,54,2025-10-02,475.98,Mouse
332,54,2025-01-15,644.62,Mouse
333,54,2025-06-15,1547.35,Camera
334,55,2024-12-01,610.51,Tablet
335,55,2024-03-01,1971.53,Keyboard
336,55,2024-04-05,449.88,Smartwatch
337,55,2025-08-04,557.56,Keyboard
338,56,2025-09-26,1760.63,Tablet
339,56,2025-07-08,1255.73,Printer
340,56,2025-11-11,1116.14,Laptop
341,56,2025-05-02,1944.86,Printer
342,56,2024-09-16,1573.75,Camera
343,56,2025-05-21,1395.65,Printer
344,56,2024-07-21,306.94,Printer
345,56,2024-10-06,375.92,Keyboard
346,56,2024-01-29,952.3,Headphones
347,56,2025-06-24,608.47,Tablet
348,57,2025-01-08,1830.33,Keyboard
349,57,2025-03-23,831.23,Printer
350,57,2024-06-29,1119.0,Tablet
351,57,2024-12-02,782.95,Smartwatch
352,57,2024-08-01,414.64,Phone
353,57,2026-01-18,1845.23,Camera
354,57,2025-09-14,194.0,Headphones
355,57,2025-01-10,112.56,Printer
356,58,2025-04-07,1209.81,Phone
357,58,2025-03-08,384.44,Mouse
358,58,2025-04-07,1451.37,Keyboard
359,58,2025-10-17,441.86,Headphones
360,58,2025-05-21,1740.25,Camera
361,58,2024-02-19,613.34,Laptop
362,58,2024-04-07,431.5,Headphones
363,58,2025-09-23,1924.53,Phone
364,58,2025-05-03,1496.29,Monitor
365,58,2024-04-01,1829.74,Mouse
366,59,2024-03-29,799.3,Headphones
367,59,2025-12-26,1108.64,Smartwatch
368,59,2024-07-12,767.52,Keyboard
369,59,2025-03-19,1300.96,Smartwatch
370,60,2025-06-21,725.69,Monitor
371,60,2025-04-05,937.35,Monitor
372,60,2025-09-06,1525.64,Camera
373,60,2025-06-28,1829.52,Camera
374,60,2024-02-18,632.71,Laptop
375,61,2025-05-07,1729.53,Tablet
376,61,2024-12-06,42.28,Keyboard
377,61,2024-12-21,1870.17,Mouse
378,61,2025-10-12,1442.82,Smartwatch
379,61,2024-02-16,313.3,Camera
380,61,2024-11-06,467.74,Mouse
381,61,2025-08-30,1668.39,Monitor
382,61,2025-07-17,1105.78,Camera
383,61,2024-11-30,522.08,Monitor
384,61,2025-11-13,1933.35,Monitor
385,62,2024-06-25,344.78,Camera
386,62,2024-05-31,346.84,Keyboard
387,62,2025-04-24,981.75,Keyboard
388,62,2024-09-16,1980.74,Laptop
389,62,2024-08-20,1052.65,Phone
390,62,2024-11-16,1890.92,Laptop
391,62,2024-02-09,1531.03,Printer
392,62,2024-12-18,283.61,Headphones
393,63,2025-11-01,1417.27,Laptop
394,63,2024-10-08,445.25,Monitor
395,64,2025-06-02,130.3,Mouse
396,64,2024-10-03,1826.38,Monitor
397,64,2025-12-25,41.31,Keyboard
398,64,2024-08-09,1107.77,Laptop
399,64,2025-08-14,43.29,Smartwatch
400,64,2024-09-13,1076.12,Smartwatch
401,65,2025-06-14,1009.41,Printer
402,66,2025-04-28,222.96,Phone
403,66,2025-08-03,1053.53,Headphones
404,66,2024-05-16,391.94,Keyboard
405,67,2025-03-03,1632.28,Smartwatch
406,67,2025-10-12,1591.92,Phone
407,67,2025-05-07,752.37,Printer
408,67,2025-07-14,923.41,Headphones
409,67,2025-07-23,1980.56,Headphones
410,68,2025-08-12,1371.24,Phone
411,68,2024-05-24,1310.93,Laptop
412,68,2025-01-19,196.07,Printer
413,68,2024-03-24,760.57,Monitor
414,68,2024-10-03,121.67,Laptop
415,69,2025-02-16,174.55,Printer
416,69,2025-08-30,1293.37,Camera
417,69,2025-12-26,1136.05,Phone
418,70,2024-09-07,1839.11,Headphones
419,70,2024-08-30,430.72,Mouse
420,70,2025-11-18,956.25,Laptop
421,70,2024-03-26,1849.08,Smartwatch
422,70,2024-11-11,1799.63,Mouse
423,70,2025-04-18,1319.64,Tablet
424,70,2025-05-01,1858.25,Camera
425,70,2025-07-26,41.16,Headphones
426,70,2024-06-15,1178.2,Printer
427,71,2025-10-06,605.56,Mouse
428,71,2025-01-08,488.54,Printer
429,72,2024-09-22,670.14,Tablet
430,72,2024-12-05,1583.09,Phone
431,72,2024-10-10,1006.58,Camera
432,72,2024-05-15,116.86,Printer
433,72,2024-05-22,471.97,Phone
434,72,2024-01-31,687.78,Mouse
435,72,2024-06-06,1910.17,Printer
436,72,2024-09-02,1938.15,Camera
437,72,2025-01-23,68.96,Smartwatch
438,73,2025-05-03,986.3,Camera
439,73,2024-08-23,1110.55,Printer
440,73,2025-03-04,869.38,Mouse
441,73,2024-05-29,1324.74,Phone
442,73,2025-04-16,1546.61,Smartwatch
443,73,2024-03-15,1598.13,Phone
444,73,2024-03-28,173.26,Tablet
445,73,2025-06-23,766.2,Tablet
446,74,2025-11-18,640.19,Phone
447,74,2025-05-18,192.13,Smartwatch
448,74,2025-10-03,895.02,Smartwatch
449,74,2024-05-05,213.44,Phone
450,74,2024-09-24,382.91,Monitor
451,74,2024-10-04,1118.4,Keyboard
452,74,2024-04-26,822.01,Laptop
453,75,2024-10-27,714.29,Phone
454,75,2025-09-28,1197.88,Camera
455,76,2025-07-11,34.56,Printer
456,76,2025-10-21,781.72,Phone
457,76,2025-08-25,1452.44,Keyboard
458,76,2025-04-12,1811.36,Headphones
459,76,2025-12-29,1148.2,Tablet
460,76,2024-09-12,1373.78,Tablet
461,76,2024-07-02,286.29,Smartwatch
462,77,2025-09-14,991.32,Phone
463,77,2024-07-17,342.74,Smartwatch
464,77,2024-05-12,847.99,Monitor
465,77,2026-01-14,1567.51,Camera
466,77,2024-02-08,510.88,Headphones
467,78,2024-07-02,1191.67,Headphones
468,78,2025-06-11,921.14,Tablet
469,78,2024-06-28,616.27,Printer
470,78,2025-10-20,671.11,Mouse
471,78,2024-12-06,765.98,Camera
472,78,2025-09-04,886.04,Printer
473,78,2024-05-05,1632.8,Mouse
474,78,2024-08-23,280.89,Camera
475,79,2025-12-25,1895.09,Headphones
476,79,2025-10-07,963.23,Tablet
477,79,2025-01-07,1929.5,Camera
478,79,2024-12-05,589.98,Monitor
479,79,2025-03-01,1935.85,Headphones
480,79,2026-01-18,658.51,Smartwatch
481,79,2024-06-08,1634.82,Printer
482,79,2024-06-04,736.38,Mouse
483,79,2025-02-02,407.6,Keyboard
484,79,2024-11-07,368.06,Keyboard
485,80,2025-03-15,1906.48,Monitor
486,81,2025-11-09,882.53,Smartwatch
487,81,2024-10-28,1664.25,Phone
488,81,2024-07-29,1639.74,Printer
489,81,2025-08-24,1349.23,Tablet
490,82,2024-10-12,491.62,Tablet
491,82,2025-08-28,1433.32,Printer
492,82,2024-11-30,157.19,Mouse
493,82,2024-10-12,963.68,Printer
494,82,2025-11-26,1073.39,Printer
495,83,2024-07-09,83.16,Camera
496,83,2025-02-18,1406.25,Keyboard
497,83,2024-03-16,1191.7,Phone
498,83,2025-06-09,227.65,Headphones
499,83,2024-09-11,1318.63,Camera
500,83,2025-09-15,341.01,Mouse
501,83,2025-06-16,98.15,Printer
502,83,2025-08-23,1933.95,Camera
503,83,2025-03-18,1931.78,Printer
504,84,2024-03-30,30.99,Smartwatch
505,84,2025-11-20,451.78,Keyboard
506,85,2026-01-09,1165.23,Mouse
507,85,2025-06-20,449.85,Camera
508,85,2025-02-14,788.36,Mouse
509,85,2024-04-05,1383.97,Tablet
510,85,2025-09-15,696.49,Laptop
511,85,2024-07-04,970.71,Smartwatch
512,85,2024-09-30,837.79,Phone
513,85,2025-06-16,240.98,Tablet
514,85,2026-01-02,703.17,Camera
515,86,2025-09-11,1570.7,Keyboard
516,86,2024-07-01,971.02,Monitor
517,86,2024-08-03,204.27,Monitor
518,86,2025-09-22,644.63,Smartwatch
519,86,2024-12-21,98.92,Phone
520,86,2024-12-05,54.94,Camera
521,86,2025-03-27,1299.46,Tablet
522,86,2024-03-07,1860.55,Headphones
523,87,2026-01-16,357.16,Tablet
524,87,2024-02-05,668.67,Printer
525,87,2024-12-12,1917.34,Headphones
526,87,2025-05-09,1597.53,Tablet
527,87,2025-11-04,380.91,Printer
528,87,2025-01-02,797.21,Mouse
529,87,2025-06-19,1767.36,Monitor
530,87,2024-03-06,1188.48,Printer
531,87,2024-10-05,18.86,Headphones
532,88,2025-12-17,563.91,Phone
533,88,2024-08-08,1158.92,Keyboard
534,88,2024-07-22,382.05,Camera
535,88,2025-11-05,402.18,Phone
536,89,2024-02-09,1344.7,Monitor
537,89,2025-03-31,1060.15,Camera
538,89,2024-11-29,1197.97,Mouse
539,89,2025-07-31,791.16,Phone
540,89,2024-04-26,702.37,Monitor
541,90,2024-11-04,353.33,Smartwatch
542,90,2025-05-17,1838.18,Mouse
543,90,2024-09-02,178.66,Tablet
544,90,2025-06-12,633.24,Headphones
545,90,2024-08-29,617.71,Tablet
546,90,2024-07-08,752.88,Tablet
547,90,2025-08-25,1026.54,Printer
548,90,2025-01-25,1196.89,Mouse
549,90,2024-11-12,773.58,Tablet
550,90,2025-08-02,978.47,Keyboard
551,91,2026-01-05,1114.28,Monitor
552,91,2025-03-24,584.78,Tablet
553,91,2025-10-11,636.01,Monitor
554,92,2025-12-29,116.69,Camera
555,92,2024-02-27,1904.17,Monitor
556,92,2025-07-24,281.7,Printer
557,92,2025-03-24,1928.02,Keyboard
558,92,2025-08-08,1309.61,Printer
559,92,2024-03-11,1372.55,Printer
560,92,2024-03-06,1423.18,Monitor
561,92,2024-11-17,982.51,Phone
562,92,2024-05-16,1135.14,Headphones
563,92,2024-06-10,591.26,Smartwatch
564,93,2026-01-05,1079.84,Tablet
565,93,2025-08-07,1563.67,Mouse
566,93,2026-01-12,1487.61,Monitor
567,93,2025-09-21,1103.96,Phone
568,94,2024-02-10,237.27,Keyboard
569,94,2025-11-28,1648.33,Camera
570,94,2025-07-05,1088.67,Laptop
571,94,2024-09-18,1522.41,Monitor
572,94,2024-03-28,1097.24,Printer
573,94,2024-11-09,213.81,Headphones
574,94,2025-06-15,602.44,Laptop
575,94,2025-06-03,904.97,Camera
576,94,2025-08-30,1725.78,Phone
577,94,2024-10-24,883.75,Phone
578,95,2024-12-31,427.66,Mouse
579,95,2025-09-30,1381.38,Mouse
580,95,2024-06-01,1269.21,Tablet
581,95,2024-09-03,1236.14,Headphones
582,96,2024-05-28,1612.83,Mouse
583,96,2024-11-29,708.12,Smartwatch
584,96,2024-07-22,1197.75,Tablet
585,96,2024-03-26,654.07,Smartwatch
586,97,2024-07-28,1149.74,Keyboard
587,97,2024-06-14,1971.12,Phone
588,97,2024-10-02,279.82,Printer
589,97,2025-05-07,1838.35,Smartwatch
590,97,2024-03-19,1735.42,Tablet
591,98,2024-12-15,506.86,Camera
592,98,2024-03-28,1658.68,Printer
593,98,2024-07-26,984.02,Mouse
594,99,2025-10-23,1259.35,Printer
595,99,2024-03-04,909.46,Phone
596,99,2025-03-02,811.67,Smartwatch
597,99,2025-06-02,1392.46,Camera
598,99,2024-03-29,914.84,Monitor
599,100,2024-01-21,1168.09,Phone
600,100,2026-01-09,1464.55,Monitor
601,100,2024-01-29,1273.33,Camera
602,100,2024-09-14,1701.71,Keyboard
603,100,2024-08-30,801.45,Printer
604,100,2025-08-26,1651.45,Monitor
605,101,2025-03-10,652.5,Smartwatch
606,101,2024-10-20,682.13,Mouse
607,101,2024-03-10,269.88,Monitor
608,101,2024-05-25,1578.72,Laptop
609,101,2025-04-29,101.43,Monitor
610,102,2025-01-18,257.23,Tablet
611,103,2025-02-14,918.47,Printer
612,103,2026-01-02,412.61,Tablet
613,103,2024-03-30,1765.47,Smartwatch
614,103,2025-06-02,326.37,Smartwatch
615,103,2024-05-12,195.75,Camera
616,103,2024-10-19,508.27,Camera
617,103,2024-05-28,1332.37,Tablet
618,103,2024-12-07,113.06,Smartwatch
619,104,2025-09-29,864.17,Phone
620,104,2025-08-06,1410.36,Laptop
621,104,2025-01-24,434.71,Phone
622,104,2025-09-06,274.07,Headphones
623,105,2024-12-10,1363.17,Laptop
624,105,2025-04-18,26.04,Camera
625,105,2025-12-03,1636.05,Printer
626,105,2025-10-30,1391.12,Monitor
627,105,2025-08-22,150.95,Printer
628,105,2024-04-16,187.77,Phone
629,105,2025-12-02,215.37,Camera
630,105,2025-12-03,1763.17,Tablet
631,105,2024-04-07,771.61,Tablet
632,106,2025-06-02,146.14,Mouse
633,106,2025-03-26,26.86,Tablet
634,106,2024-05-21,885.8,Headphones
635,107,2024-04-01,1840.59,Mouse
636,107,2024-06-09,1376.27,Headphones
637,107,2024-05-12,182.51,Phone
638,108,2025-04-12,1507.37,Mouse
639,108,2024-09-22,1462.72,Camera
640,108,2024-12-17,1926.86,Camera
641,109,2025-05-15,503.09,Phone
642,109,2025-09-19,503.85,Mouse
643,109,2025-08-15,1204.02,Mouse
644,110,2025-12-10,1560.15,Laptop
645,110,2025-05-22,1697.31,Smartwatch
646,110,2024-03-07,418.84,Mouse
647,110,2024-07-17,1023.95,Printer
648,110,2024-05-02,598.13,Laptop
649,111,2025-12-22,994.83,Phone
650,111,2025-01-12,489.75,Mouse
651,111,2025-08-22,151.31,Laptop
652,111,2024-02-19,1973.9,Camera
653,112,2024-03-02,779.81,Mouse
654,112,2026-01-07,847.52,Keyboard
655,112,2025-01-05,1369.05,Monitor
656,113,2025-09-27,43.21,Phone
657,113,2025-05-16,37.45,Headphones
658,114,2025-07-24,1845.93,Printer
659,115,2025-03-27,580.11,Keyboard
660,115,2025-09-30,1536.55,Printer
661,115,2024-03-26,1406.6,Phone
662,115,2025-05-12,1284.67,Keyboard
663,115,2025-11-16,1235.93,Smartwatch
664,115,2025-03-06,176.36,Phone
665,115,2025-06-16,1027.5,Headphones
666,115,2025-02-04,1948.88,Tablet
667,115,2025-07-26,1077.42,Printer
668,116,2025-05-04,1272.25,Phone
669,116,2024-08-13,627.24,Printer
670,116,2024-04-28,1462.62,Headphones
671,116,2025-07-31,125.23,Phone
672,116,2024-08-21,1850.01,Phone
673,116,2025-04-21,912.21,Mouse
674,116,2024-11-10,119.51,Tablet
675,116,2024-10-21,247.69,Tablet
676,116,2025-01-12,1405.98,Tablet
677,116,2025-01-13,997.86,Camera
678,117,2024-09-11,1039.27,Smartwatch
679,117,2025-01-07,342.26,Tablet
680,117,2024-10-30,1502.06,Smartwatch
681,117,2025-01-17,1468.54,Phone
682,117,2025-08-16,1545.15,Laptop
683,117,2024-08-16,676.67,Printer
